store_id,sku_id,baseline_median,baseline_mad
3,P00321,13.86,0.01
3,P00322,6.65,0.01
3,P00323,3.29,0.01
3,P00324,6.88,0.01
3,P00327,4.9,0.01
3,P00328,2.26,0.01
3,P00329,2.76,0.01
3,P00330,3.15,0.01
3,P00331,8.7,0.01
3,P00333,4.81,0.01
3,P00334,2.72,0.01
3,P00335,3.01,0.01
3,P00336,12.16,0.01
3,P00337,7.38,0.01
3,P00338,1.44,0.01
3,P00339,2.07,0.01
3,P00340,4.66,0.01
3,P00341,2.93,0.01
3,P00342,4.41,0.01
3,P00343,2.23,0.01
3,P00344,9.7,0.01
3,P00345,4.07,0.01
3,P00346,3.11,0.01
3,P00347,3.24,0.01
3,P00348,6.16,0.01
3,P00349,2.8,0.01
3,P00350,3.52,0.01
3,P00351,3.63,0.01
3,P00352,2.38,0.01
3,P00353,6.65,0.01
3,P00354,5.6,0.01
3,P00355,1.92,0.01
3,P00356,3.63,0.01
3,P00357,3.22,0.01
3,P00358,3.02,0.01
3,P00359,3.08,0.01
3,P00360,9.59,0.01
3,P00361,2.87,0.01
3,P00362,2.81,0.01
3,P00363,3.72,0.01
3,P00364,10.56,0.01
3,P00365,2.73,0.01
3,P00366,8.72,0.01
3,P00367,8.11,0.01
3,P00369,6.25,0.01
3,P00370,4.04,0.01
3,P00371,9.32,0.01
3,P00373,2.9,0.01
3,P00374,2.53,0.01
3,P00375,6.09,0.01
3,P00376,4.12,0.01
3,P00378,2.96,0.01
3,P00379,5.56,0.01
3,P00380,3.31,0.01
3,P00381,8.41,0.01
3,P00382,1.9,0.01
3,P00384,3.04,0.01
3,P00385,4.2,0.01
3,P00386,11.57,0.01
3,P00388,2.62,0.01
3,P00389,4.22,0.01
3,P00390,9.47,0.01
3,P00391,4.1,0.01
3,P00392,1.49,0.01
3,P00393,2.11,0.01
3,P00394,5.35,0.01
3,P00395,15.16,0.01
3,P00396,9.62,0.01
3,P00397,4.19,0.01
3,P00398,3.02,0.01
3,P00399,3.51,0.01
3,P00400,3.96,0.01
3,P00401,4.24,0.01
3,P00402,3.64,0.01
3,P00403,7.31,0.01
3,P00404,6.01,0.01
3,P00405,4.06,0.01
3,P00406,4.16,0.01
3,P00407,2.71,0.01
3,P00408,1.83,0.01
3,P00409,10.53,0.01
3,P00410,15.6,0.01
3,P00411,2.03,0.01
3,P00412,2.91,0.01
3,P00413,5.35,0.01
3,P00414,5.35,0.01
3,P00415,5.24,0.01
3,P00416,4.42,0.01
3,P00417,3.6,0.01
3,P00418,3.11,0.01
3,P00419,7.02,0.01
3,P00420,2.93,0.01
3,P00422,2.87,0.01
3,P00423,2.62,0.01
3,P00424,5.35,0.01
3,P00425,3.68,0.01
3,P00426,2.35,0.01
3,P00427,7.76,0.01
3,P00428,6.75,0.01
3,P00429,9.59,0.01
3,P00430,4.47,0.01
3,P00431,4.1,0.01
3,P00432,2.54,0.01
3,P00433,9.11,0.01
3,P00435,3.0,0.01
3,P00436,2.46,0.01
3,P00437,9.4,0.01
3,P00438,5.86,0.01
3,P00439,13.58,0.01
3,P00440,2.62,0.01
3,P00441,5.2,0.01
3,P00442,6.19,0.01
3,P00443,9.33,0.01
3,P00444,2.1,0.01
3,P00445,11.9,0.01
3,P00446,14.01,0.01
3,P00447,14.32,0.01
3,P00448,3.04,0.01
3,P00449,4.09,0.01
3,P00450,2.36,0.01
3,P00451,11.78,0.01
3,P00452,4.67,0.01
3,P00453,2.75,0.01
3,P00454,10.48,0.01
3,P00455,4.93,0.01
3,P00456,2.8,0.01
3,P00457,10.02,0.01
3,P00458,3.69,0.01
3,P00459,3.05,0.01
3,P00460,15.61,0.01
3,P00461,2.97,0.01
3,P00462,3.56,0.01
3,P00463,5.69,0.01
3,P00464,2.64,0.01
3,P00465,6.28,0.01
3,P00466,3.24,0.01
3,P00467,4.11,0.01
3,P00469,5.03,0.01
3,P00470,3.15,0.01
3,P00471,8.55,0.01
3,P00473,8.17,0.01
3,P00474,4.57,0.01
3,P00475,3.08,0.01
3,P00476,4.27,0.01
3,P00477,8.05,0.01
3,P00478,5.75,0.01
3,P00479,6.3,0.01
3,P00480,3.73,0.01
3,P00481,5.45,0.01
3,P00482,2.89,0.01
3,P00483,3.47,0.01
3,P00484,12.72,0.01
3,P00485,10.23,0.01
3,P00486,4.27,0.01
3,P00487,6.04,0.01
3,P00488,13.2,0.01
3,P00489,3.13,0.01
3,P00490,6.79,0.01
3,P00492,2.63,0.01
3,P00493,2.98,0.01
3,P00494,8.75,0.01
3,P00496,3.9,0.01
3,P00497,2.18,0.01
3,P00498,4.1,0.01
3,P00499,5.89,0.01
3,P00500,18.8,0.01
3,P00501,3.86,0.01
3,P00502,2.27,0.01
3,P00503,8.59,0.01
3,P00504,2.72,0.01
3,P00505,2.87,0.01
3,P00506,2.05,0.01
3,P00507,8.93,0.01
3,P00508,4.7,0.01
3,P00509,2.2,0.01
3,P00510,3.17,0.01
3,P00511,22.57,0.01
3,P00512,2.19,0.01
3,P00513,5.34,0.01
3,P00514,11.11,0.01
3,P00515,8.11,0.01
3,P00516,4.62,0.01
3,P00517,5.52,0.01
3,P00518,4.54,0.01
3,P00519,8.48,0.01
3,P00520,4.7,0.01
3,P00521,4.32,0.01
3,P00522,3.63,0.01
3,P00523,13.16,0.01
3,P00524,3.17,0.01
3,P00525,4.2,0.01
3,P00526,8.09,0.01
3,P00527,3.53,0.01
3,P00528,20.61,0.01
3,P00530,9.64,0.01
3,P00531,2.91,0.01
3,P00532,3.67,0.01
3,P00533,5.37,0.01
3,P00534,2.62,0.01
3,P00535,12.41,0.01
3,P00536,5.04,0.01
3,P00537,3.91,0.01
3,P00538,3.3,0.01
3,P00539,4.44,0.01
3,P00541,2.79,0.01
3,P00542,5.19,0.01
3,P00543,3.49,0.01
3,P00544,9.55,0.01
3,P00545,2.9,0.01
3,P00546,9.95,0.01
3,P00547,7.06,0.01
3,P00548,7.8,0.01
3,P00550,5.05,0.01
3,P00552,3.82,0.01
3,P00553,1.83,0.01
3,P00555,7.63,0.01
3,P00556,3.92,0.01
3,P00557,2.94,0.01
3,P00558,9.76,0.01
3,P00559,3.15,0.01
3,P00560,4.18,0.01
3,P00561,3.38,0.01
3,P00562,5.49,0.01
3,P00563,9.29,0.01
3,P00564,10.12,0.01
3,P00565,2.24,0.01
3,P00566,4.99,0.01
3,P00567,3.13,0.01
3,P00568,1.91,0.01
3,P00569,5.48,0.01
3,P00570,3.89,0.01
3,P00571,2.75,0.01
3,P00572,3.46,0.01
3,P00573,8.99,0.01
3,P00574,5.99,0.01
3,P00575,3.79,0.01
3,P00576,4.03,0.01
3,P00577,3.29,0.01
3,P00578,2.95,0.01
3,P00579,2.34,0.01
3,P00580,8.39,0.01
3,P00581,3.03,0.01
3,P00582,8.08,0.01
3,P00584,3.78,0.01
3,P00585,12.18,0.01
3,P00586,5.53,0.01
3,P00587,15.01,0.01
3,P00588,8.2,0.01
3,P00589,11.12,0.01
3,P00590,3.68,0.01
3,P00591,4.63,0.01
3,P00592,4.2,0.01
3,P00593,6.8,0.01
3,P00594,3.54,0.01
3,P00595,2.85,0.01
3,P00596,6.93,0.01
3,P00597,9.24,0.01
3,P00598,13.38,0.01
3,P00599,8.08,0.01
3,P00600,3.61,0.01
3,P00601,2.34,0.01
3,P00602,5.93,0.01
3,P00603,5.32,0.01
3,P00604,13.34,0.01
3,P00605,3.17,0.01
3,P00606,3.25,0.01
3,P00607,5.89,0.01
3,P00608,4.46,0.01
3,P00609,7.65,0.01
3,P00610,1.69,0.01
3,P00611,17.36,0.01
3,P00612,4.24,0.01
3,P00613,3.96,0.01
3,P00614,3.74,0.01
3,P00615,2.98,0.01
3,P00616,8.04,0.01
3,P00618,1.23,0.01
3,P00619,2.28,0.01
3,P00621,3.26,0.01
3,P00622,10.69,0.01
3,P00623,8.9,0.01
3,P00625,6.63,0.01
3,P00626,5.8,0.01
3,P00627,3.05,0.01
3,P00628,2.25,0.01
3,P00629,2.75,0.01
3,P00630,6.41,0.01
3,P00631,3.23,0.01
3,P00632,5.04,0.01
3,P00633,3.88,0.01
3,P00636,6.94,0.01
3,P00637,4.2,0.01
3,P00638,4.41,0.01
3,P00639,3.77,0.01
3,P00640,7.63,0.01
3,P00641,11.8,0.01
3,P00642,3.38,0.01
3,P00643,5.94,0.01
3,P00644,2.7,0.01
3,P00645,5.99,0.01
3,P00646,7.26,0.01
3,P00647,4.35,0.01
3,P00648,10.19,0.01
3,P00649,14.59,0.01
3,P00650,3.45,0.01
3,P00651,3.3,0.01
3,P00652,4.71,0.01
3,P00653,10.53,0.01
3,P00654,2.63,0.01
3,P00655,2.46,0.01
3,P00656,13.03,0.01
3,P00657,13.47,0.01
3,P00658,3.92,0.01
3,P00659,3.37,0.01
3,P00661,2.78,0.01
3,P00662,4.94,0.01
3,P00663,2.39,0.01
3,P00664,7.03,0.01
3,P00665,11.92,0.01
3,P00666,2.43,0.01
3,P00667,5.11,0.01
3,P00668,5.03,0.01
3,P00669,4.52,0.01
3,P00670,8.37,0.01
3,P00671,3.83,0.01
3,P00673,2.47,0.01
3,P00674,5.3,0.01
3,P00675,8.48,0.01
3,P00676,13.82,0.01
3,P00677,10.88,0.01
3,P00678,3.22,0.01
3,P00679,5.38,0.01
3,P00680,2.33,0.01
3,P00681,5.47,0.01
3,P00682,3.42,0.01
3,P00683,10.06,0.01
3,P00684,2.36,0.01
3,P00685,1.96,0.01
3,P00686,3.78,0.01
3,P00687,6.16,0.01
3,P00688,2.15,0.01
3,P00689,2.35,0.01
3,P00690,3.91,0.01
3,P00691,2.64,0.01
3,P00692,9.84,0.01
3,P00693,8.25,0.01
3,P00694,3.44,0.01
3,P00695,5.45,0.01
3,P00696,2.12,0.01
3,P00697,2.56,0.01
3,P00698,2.52,0.01
3,P00699,4.18,0.01
3,P00700,3.42,0.01
3,P00701,5.68,0.01
3,P00702,5.13,0.01
3,P00703,14.06,0.01
3,P00704,2.77,0.01
3,P00705,12.13,0.01
3,P00706,7.71,0.01
3,P00707,3.04,0.01
3,P00708,2.49,0.01
3,P00709,3.68,0.01
3,P00710,9.04,0.01
3,P00711,6.92,0.01
3,P00712,6.76,0.01
3,P00713,6.05,0.01
3,P00714,4.66,0.01
3,P00715,4.54,0.01
3,P00716,5.36,0.01
3,P00717,8.48,0.01
3,P00718,2.03,0.01
3,P00719,1.82,0.01
3,P00720,9.88,0.01
3,P00721,13.67,0.01
3,P00722,6.66,0.01
3,P00723,4.02,0.01
3,P00724,4.59,0.01
3,P00726,5.62,0.01
3,P00727,2.08,0.01
3,P00728,8.85,0.01
3,P00729,9.13,0.01
3,P00730,6.01,0.01
3,P00731,4.06,0.01
3,P00732,6.73,0.01
3,P00733,2.62,0.01
3,P00734,8.33,0.01
3,P00735,10.74,0.01
3,P00736,11.43,0.01
3,P00737,5.75,0.01
3,P00738,4.3,0.01
3,P00739,5.06,0.01
3,P00740,3.41,0.01
3,P00741,13.22,0.01
3,P00742,4.66,0.01
3,P00743,7.14,0.01
3,P00744,11.71,0.01
3,P00745,3.74,0.01
3,P00746,9.75,0.01
3,P00747,11.49,0.01
3,P00748,6.62,0.01
3,P00749,6.04,0.01
3,P00750,6.49,0.01
3,P00751,7.95,0.01
3,P00752,4.29,0.01
3,P00753,9.02,0.01
3,P00754,1.8,0.01
3,P00755,3.01,0.01
3,P00756,11.45,0.01
3,P00758,7.42,0.01
3,P00759,3.05,0.01
3,P00760,2.14,0.01
3,P00761,1.85,0.01
3,P00762,2.9,0.01
3,P00763,11.38,0.01
3,P00764,11.61,0.01
3,P00765,3.63,0.01
3,P00767,6.86,0.01
3,P00768,11.13,0.01
3,P00769,3.12,0.01
3,P00770,8.01,0.01
3,P00772,2.07,0.01
3,P00773,2.49,0.01
3,P00774,2.36,0.01
3,P00775,5.15,0.01
3,P00776,4.84,0.01
3,P00777,7.79,0.01
3,P00778,1.31,0.01
3,P00779,10.47,0.01
3,P00780,8.82,0.01
3,P00781,3.98,0.01
3,P00782,6.94,0.01
3,P00783,5.39,0.01
3,P00784,5.77,0.01
3,P00785,7.16,0.01
3,P00786,3.61,0.01
3,P00788,4.01,0.01
3,P00789,2.96,0.01
3,P00790,5.84,0.01
3,P00792,3.98,0.01
3,P00793,7.72,0.01
3,P00794,5.59,0.01
3,P00795,4.85,0.01
3,P00796,3.69,0.01
3,P00797,2.8,0.01
3,P00798,2.95,0.01
3,P00799,8.21,0.01
3,P00800,3.67,0.01
3,P00801,6.43,0.01
3,P00802,1.96,0.01
3,P00803,1.92,0.01
3,P00804,7.43,0.01
3,P00805,16.14,0.01
3,P00806,4.19,0.01
3,P00807,3.85,0.01
3,P00808,2.9,0.01
3,P00809,2.31,0.01
3,P00810,7.51,0.01
3,P00811,7.28,0.01
3,P00812,10.31,0.01
3,P00813,5.11,0.01
3,P00814,8.2,0.01
3,P00815,3.66,0.01
3,P00816,13.62,0.01
3,P00817,7.3,0.01
3,P00818,9.73,0.01
3,P00819,4.62,0.01
3,P00820,3.98,0.01
3,P00821,3.31,0.01
3,P00823,14.88,0.01
3,P00824,3.03,0.01
3,P00825,2.4,0.01
3,P00826,8.59,0.01
3,P00827,2.83,0.01
3,P00828,10.82,0.01
3,P00829,4.71,0.01
3,P00830,8.68,0.01
3,P00831,2.76,0.01
3,P00832,5.1,0.01
3,P00833,3.41,0.01
3,P00834,8.04,0.01
3,P00835,3.72,0.01
3,P00836,17.25,0.01
3,P00837,7.85,0.01
3,P00838,9.9,0.01
3,P00839,7.73,0.01
3,P00840,5.89,0.01
3,P00841,2.85,0.01
3,P00842,2.02,0.01
3,P00843,9.87,0.01
3,P00844,7.17,0.01
3,P00845,4.05,0.01
3,P00846,2.58,0.01
3,P00847,3.29,0.01
3,P00848,3.53,0.01
3,P00849,2.0,0.01
3,P00850,3.14,0.01
3,P00851,5.39,0.01
3,P00853,2.46,0.01
3,P00854,1.61,0.01
3,P00855,2.05,0.01
3,P00856,4.8,0.01
3,P00857,5.23,0.01
3,P00858,4.74,0.01
3,P00859,5.15,0.01
3,P00860,19.81,0.01
3,P00861,5.81,0.01
3,P00862,4.06,0.01
3,P00863,4.89,0.01
3,P00864,4.0,0.01
3,P00865,7.14,0.01
3,P00866,7.62,0.01
3,P00867,6.77,0.01
3,P00868,3.33,0.01
3,P00869,3.43,0.01
3,P00870,7.76,0.01
3,P00872,5.56,0.01
3,P00873,6.14,0.01
3,P00874,5.11,0.01
3,P00875,7.21,0.01
3,P00876,5.15,0.01
3,P00877,3.11,0.01
3,P00878,1.93,0.01
3,P00879,2.67,0.01
3,P00880,2.35,0.01
3,P00881,2.84,0.01
3,P00882,3.5,0.01
3,P00883,8.94,0.01
3,P00884,5.45,0.01
3,P00885,10.32,0.01
3,P00887,4.24,0.01
3,P00888,4.76,0.01
3,P00889,2.44,0.01
3,P00890,7.6,0.01
3,P00891,11.34,0.01
3,P00892,13.15,0.01
3,P00893,5.08,0.01
3,P00894,8.41,0.01
3,P00895,1.91,0.01
3,P00896,5.61,0.01
3,P00897,12.2,0.01
3,P00898,10.24,0.01
3,P00899,6.09,0.01
3,P00900,3.07,0.01
3,P00901,3.66,0.01
3,P00902,8.77,0.01
3,P00903,3.37,0.01
3,P00904,3.47,0.01
3,P00905,3.33,0.01
3,P00906,2.04,0.01
3,P00907,6.21,0.01
3,P00908,4.06,0.01
3,P00909,3.66,0.01
3,P00910,2.28,0.01
3,P00911,1.91,0.01
3,P00912,3.37,0.01
3,P00913,7.25,0.01
3,P00914,3.13,0.01
3,P00915,2.92,0.01
3,P00916,10.87,0.01
3,P00917,2.87,0.01
3,P00918,9.17,0.01
3,P00919,3.83,0.01
3,P00920,2.87,0.01
3,P00922,3.75,0.01
3,P00923,2.79,0.01
3,P00924,4.06,0.01
3,P00925,9.98,0.01
3,P00926,3.92,0.01
3,P00927,12.93,0.01
3,P00928,3.73,0.01
3,P00929,4.11,0.01
3,P00930,3.14,0.01
3,P00931,12.78,0.01
3,P00932,4.58,0.01
3,P00933,4.58,0.01
3,P00934,14.85,0.01
3,P00935,3.41,0.01
3,P00936,15.52,0.01
3,P00937,3.68,0.01
3,P00938,8.14,0.01
3,P00939,1.97,0.01
3,P00940,3.89,0.01
3,P00941,8.05,0.01
3,P00942,6.41,0.01
3,P00943,1.92,0.01
3,P00944,6.68,0.01
3,P00945,4.04,0.01
3,P00946,6.69,0.01
3,P00947,2.62,0.01
3,P00948,10.99,0.01
3,P00949,12.52,0.01
3,P00950,9.73,0.01
3,P00951,8.34,0.01
3,P00952,2.91,0.01
3,P00953,9.68,0.01
3,P00954,2.98,0.01
3,P00955,4.94,0.01
3,P00956,9.17,0.01
3,P00957,6.35,0.01
3,P00958,1.99,0.01
3,P00959,16.27,0.01
3,P00960,9.51,0.01
3,P00961,3.32,0.01
3,P00962,3.48,0.01
3,P00963,5.96,0.01
3,P00964,9.42,0.01
3,P00965,6.44,0.01
3,P00966,2.34,0.01
3,P00967,3.73,0.01
3,P00968,4.29,0.01
3,P00969,9.34,0.01
3,P00970,3.38,0.01
3,P00971,3.98,0.01
3,P00972,6.8,0.01
3,P00974,8.58,0.01
3,P00975,3.55,0.01
3,P00976,11.26,0.01
3,P00977,3.3,0.01
3,P00978,3.88,0.01
3,P00979,3.5,0.01
3,P00980,3.42,0.01
3,P00981,4.78,0.01
3,P00982,4.04,0.01
3,P00983,4.81,0.01
3,P00984,3.5,0.01
3,P00985,2.37,0.01
3,P00986,11.81,0.01
3,P00987,6.58,0.01
3,P00988,7.13,0.01
3,P00989,2.99,0.01
3,P00990,2.78,0.01
3,P00991,6.15,0.01
3,P00992,9.19,0.01
3,P00993,3.8,0.01
3,P00994,9.97,0.01
3,P00996,7.67,0.01
3,P00997,4.07,0.01
3,P00998,4.68,0.01
3,P00999,2.78,0.01
3,P01000,3.71,0.01
3,P01001,5.74,0.01
3,P01002,13.6,0.01
3,P01003,1.53,0.01
3,P01004,4.15,0.01
3,P01005,4.55,0.01
3,P01006,4.93,0.01
3,P01007,4.49,0.01
3,P01008,4.86,0.01
3,P01009,8.15,0.01
3,P01010,4.02,0.01
3,P01011,6.02,0.01
3,P01012,2.87,0.01
3,P01013,8.09,0.01
3,P01014,12.22,0.01
3,P01015,2.49,0.01
3,P01016,4.31,0.01
3,P01017,5.84,0.01
3,P01018,2.94,0.01
3,P01019,5.63,0.01
3,P01020,8.81,0.01
3,P01021,3.57,0.01
3,P01022,3.13,0.01
3,P01023,3.7,0.01
3,P01024,2.49,0.01
3,P01025,7.51,0.01
3,P01026,8.23,0.01
3,P01027,7.38,0.01
3,P01029,3.93,0.01
3,P01030,9.05,0.01
3,P01031,2.09,0.01
3,P01032,2.4,0.01
3,P01033,2.67,0.01
3,P01034,10.22,0.01
3,P01035,2.22,0.01
3,P01036,9.34,0.01
3,P01037,13.47,0.01
3,P01038,4.38,0.01
3,P01039,3.8,0.01
3,P01041,2.42,0.01
3,P01042,2.55,0.01
3,P01043,3.13,0.01
3,P01044,5.03,0.01
3,P01045,2.44,0.01
3,P01046,12.06,0.01
3,P01047,4.44,0.01
3,P01048,2.69,0.01
3,P01049,6.01,0.01
3,P01050,4.11,0.01
3,P01051,2.42,0.01
3,P01052,1.56,0.01
3,P01053,9.37,0.01
3,P01054,1.93,0.01
3,P01055,4.46,0.01
3,P01056,3.89,0.01
3,P01057,2.23,0.01
3,P01058,11.33,0.01
3,P01060,3.29,0.01
3,P01061,3.38,0.01
3,P01063,4.85,0.01
3,P01064,1.98,0.01
3,P01065,3.05,0.01
3,P01066,7.22,0.01
3,P01067,6.48,0.01
3,P01069,9.71,0.01
3,P01070,4.96,0.01
3,P01071,2.3,0.01
3,P01072,5.31,0.01
3,P01073,2.94,0.01
3,P01074,6.9,0.01
3,P01075,2.45,0.01
3,P01076,6.67,0.01
3,P01077,8.02,0.01
3,P01078,4.01,0.01
3,P01079,5.87,0.01
3,P01080,2.28,0.01
3,P01081,3.28,0.01
3,P01082,5.22,0.01
3,P01084,2.76,0.01
3,P01085,6.81,0.01
3,P01086,3.91,0.01
3,P01087,1.85,0.01
3,P01088,7.25,0.01
3,P01089,7.62,0.01
3,P01090,3.97,0.01
3,P01091,5.34,0.01
3,P01092,6.85,0.01
3,P01093,4.27,0.01
3,P01094,4.22,0.01
3,P01095,5.88,0.01
3,P01096,2.78,0.01
3,P01097,3.29,0.01
3,P01099,10.68,0.01
3,P01100,6.82,0.01
3,P01101,3.2,0.01
3,P01102,3.37,0.01
3,P01103,3.24,0.01
3,P01104,8.16,0.01
3,P01105,10.51,0.01
3,P01106,2.74,0.01
3,P01108,2.98,0.01
3,P01109,2.57,0.01
3,P01110,4.8,0.01
3,P01111,10.34,0.01
3,P01112,4.23,0.01
3,P01113,4.56,0.01
3,P01114,4.76,0.01
3,P01115,3.99,0.01
3,P01116,3.53,0.01
3,P01117,3.33,0.01
3,P01118,5.78,0.01
3,P01119,3.48,0.01
3,P01120,2.16,0.01
3,P01121,3.48,0.01
3,P01122,2.27,0.01
3,P01123,4.95,0.01
3,P01124,3.87,0.01
3,P01125,5.56,0.01
3,P01126,8.06,0.01
3,P01127,4.44,0.01
3,P01128,5.12,0.01
3,P01129,3.0,0.01
3,P01130,13.65,0.01
3,P01131,7.33,0.01
3,P01132,5.43,0.01
3,P01133,3.82,0.01
3,P01134,3.27,0.01
3,P01135,2.4,0.01
3,P01136,4.98,0.01
3,P01137,2.87,0.01
3,P01138,8.33,0.01
3,P01139,2.8,0.01
3,P01140,3.69,0.01
3,P01141,3.54,0.01
3,P01142,3.16,0.01
3,P01143,4.01,0.01
3,P01144,2.89,0.01
3,P01145,4.31,0.01
3,P01146,7.62,0.01
3,P01147,2.93,0.01
3,P01148,2.2,0.01
3,P01149,11.24,0.01
3,P01150,4.69,0.01
3,P01151,1.65,0.01
3,P01152,6.81,0.01
3,P01153,6.32,0.01
3,P01154,5.31,0.01
3,P01155,3.38,0.01
3,P01156,2.84,0.01
3,P01157,3.86,0.01
3,P01158,7.04,0.01
3,P01159,2.1,0.01
3,P01160,10.83,0.01
3,P01161,6.51,0.01
3,P01162,4.63,0.01
3,P01163,3.22,0.01
3,P01164,3.64,0.01
3,P01165,7.37,0.01
3,P01166,9.66,0.01
3,P01167,8.57,0.01
3,P01168,2.44,0.01
3,P01169,3.74,0.01
3,P01170,6.82,0.01
3,P01171,3.31,0.01
3,P01172,3.41,0.01
3,P01173,1.36,0.01
3,P01174,2.42,0.01
3,P01175,4.46,0.01
3,P01176,4.09,0.01
3,P01178,3.68,0.01
3,P01180,16.21,0.01
3,P01181,2.5,0.01
3,P01182,4.07,0.01
3,P01183,5.23,0.01
3,P01184,2.21,0.01
3,P01186,3.59,0.01
3,P01187,10.51,0.01
3,P01188,4.51,0.01
3,P01189,5.32,0.01
3,P01190,2.29,0.01
3,P01191,3.3,0.01
3,P01192,7.18,0.01
3,P01193,8.91,0.01
3,P01194,13.57,0.01
3,P01195,11.05,0.01
3,P01196,8.14,0.01
3,P01197,3.54,0.01
3,P01198,7.01,0.01
3,P01199,3.31,0.01
3,P01200,9.36,0.01
3,P01202,4.26,0.01
3,P01203,12.07,0.01
3,P01204,2.87,0.01
3,P01206,4.19,0.01
3,P01207,4.14,0.01
3,P01208,9.28,0.01
3,P01209,4.1,0.01
3,P01210,4.42,0.01
3,P01211,7.29,0.01
3,P01212,2.53,0.01
3,P01213,3.66,0.01
3,P01214,3.19,0.01
3,P01215,2.68,0.01
3,P01216,3.25,0.01
3,P01217,11.69,0.01
3,P01218,5.3,0.01
3,P01219,6.03,0.01
3,P01220,4.24,0.01
3,P01222,3.0,0.01
3,P01223,8.27,0.01
3,P01224,4.6,0.01
3,P01225,2.83,0.01
3,P01226,3.99,0.01
3,P01227,2.86,0.01
3,P01228,2.56,0.01
3,P01229,3.84,0.01
3,P01231,3.25,0.01
3,P01232,10.12,0.01
3,P01233,5.35,0.01
3,P01234,3.14,0.01
3,P01235,2.38,0.01
3,P01236,2.74,0.01
3,P01237,4.6,0.01
3,P01238,13.2,0.01
3,P01239,5.6,0.01
3,P01240,2.34,0.01
3,P01241,2.25,0.01
3,P01242,4.05,0.01
3,P01243,2.68,0.01
3,P01244,3.37,0.01
3,P01245,3.67,0.01
3,P01246,3.39,0.01
3,P01247,4.45,0.01
3,P01248,6.03,0.01
3,P01249,9.42,0.01
3,P01250,6.67,0.01
3,P01251,5.51,0.01
3,P01252,3.94,0.01
3,P01253,2.31,0.01
3,P01254,3.5,0.01
3,P01255,3.29,0.01
3,P01256,4.07,0.01
3,P01257,5.78,0.01
3,P01258,3.21,0.01
3,P01260,6.11,0.01
3,P01261,8.43,0.01
3,P01262,5.73,0.01
3,P01263,7.65,0.01
3,P01264,4.87,0.01
3,P01265,1.57,0.01
3,P01266,7.72,0.01
3,P01267,2.14,0.01
3,P01268,3.75,0.01
3,P01269,2.51,0.01
3,P01270,7.09,0.01
3,P01271,10.84,0.01
3,P01272,7.72,0.01
3,P01273,5.74,0.01
3,P01274,6.09,0.01
3,P01275,2.8,0.01
3,P01276,8.6,0.01
3,P01277,6.2,0.01
3,P01278,10.07,0.01
3,P01279,3.13,0.01
3,P01280,3.49,0.01
3,P01281,4.99,0.01
3,P01282,4.05,0.01
3,P01283,3.39,0.01
3,P01284,3.68,0.01
3,P01285,9.53,0.01
3,P01286,6.12,0.01
3,P01287,3.85,0.01
3,P01288,6.5,0.01
3,P01289,4.36,0.01
3,P01290,5.31,0.01
3,P01291,2.53,0.01
3,P01292,2.52,0.01
3,P01293,6.1,0.01
3,P01294,3.05,0.01
3,P01295,8.3,0.01
3,P01296,2.25,0.01
3,P01297,2.27,0.01
3,P01298,5.07,0.01
3,P01299,6.23,0.01
3,P01300,8.98,0.01
3,P01302,5.71,0.01
3,P01303,6.13,0.01
3,P01304,2.45,0.01
3,P01305,3.33,0.01
3,P01306,8.52,0.01
3,P01308,8.24,0.01
3,P01309,10.9,0.01
3,P01310,3.73,0.01
3,P01311,7.56,0.01
3,P01312,3.34,0.01
3,P01313,3.23,0.01
3,P01314,3.92,0.01
3,P01315,2.95,0.01
3,P01316,13.33,0.01
3,P01317,6.09,0.01
3,P01318,6.08,0.01
3,P01319,5.02,0.01
3,P01320,3.64,0.01
3,P01321,5.99,0.01
3,P01322,9.46,0.01
3,P01323,5.35,0.01
3,P01324,3.71,0.01
3,P01325,8.21,0.01
3,P01326,3.2,0.01
3,P01327,5.1,0.01
3,P01329,4.17,0.01
3,P01330,7.22,0.01
3,P01331,2.04,0.01
3,P01333,3.99,0.01
3,P01334,2.82,0.01
3,P01335,3.26,0.01
3,P01336,7.58,0.01
3,P01337,4.74,0.01
3,P01338,2.67,0.01
3,P01339,3.19,0.01
3,P01340,3.63,0.01
3,P01341,6.18,0.01
3,P01342,3.21,0.01
3,P01343,5.98,0.01
3,P01344,3.67,0.01
3,P01345,3.5,0.01
3,P01346,2.61,0.01
3,P01347,2.89,0.01
3,P01348,7.85,0.01
3,P01349,3.31,0.01
3,P01350,5.03,0.01
3,P01351,5.41,0.01
3,P01352,3.74,0.01
3,P01353,3.27,0.01
3,P01354,3.46,0.01
3,P01356,9.52,0.01
3,P01358,2.77,0.01
3,P01359,6.37,0.01
3,P01360,1.74,0.01
3,P01361,3.16,0.01
3,P01362,3.05,0.01
3,P01363,5.23,0.01
3,P01364,6.54,0.01
3,P01365,1.81,0.01
3,P01366,3.08,0.01
3,P01367,7.96,0.01
3,P01368,1.88,0.01
3,P01369,2.64,0.01
3,P01370,1.99,0.01
3,P01371,8.03,0.01
3,P01372,7.62,0.01
3,P01373,3.9,0.01
3,P01374,4.02,0.01
3,P01375,1.7,0.01
3,P01376,3.98,0.01
3,P01377,4.64,0.01
3,P01378,5.98,0.01
3,P01379,11.93,0.01
3,P01380,6.22,0.01
